lyric,line,album,track_n,song_name,album_year
rather have me  i know  but   we re just in too deep  i am in way too deep ,61,Music To Be Murdered By,6,In Too Deep,2020-01-17
ugh  you are a monster,1,Music To Be Murdered By,7,Godzilla,2020-01-17
i can swallow a bottle of alcohol and i will feel like godzilla,2,Music To Be Murdered By,7,Godzilla,2020-01-17
better hit the deck like the card dealer,3,Music To Be Murdered By,7,Godzilla,2020-01-17
my whole squad in here  walking around the party,4,Music To Be Murdered By,7,Godzilla,2020-01-17
a cross between a zombie apocalypse and b bobby  the,5,Music To Be Murdered By,7,Godzilla,2020-01-17
brain  heenan which is probably the,6,Music To Be Murdered By,7,Godzilla,2020-01-17
same reason i wrestle with mania,7,Music To Be Murdered By,7,Godzilla,2020-01-17
shady in this bitch  i am posse would up,8,Music To Be Murdered By,7,Godzilla,2020-01-17
consider it to cross me a costly mistake,9,Music To Be Murdered By,7,Godzilla,2020-01-17
if they sleeping  on me  the hoes better get insomnia,10,Music To Be Murdered By,7,Godzilla,2020-01-17
adhd  hydroxycut,11,Music To Be Murdered By,7,Godzilla,2020-01-17
pass the courvoisier  hey  hey ,12,Music To Be Murdered By,7,Godzilla,2020-01-17
in aa with an ak  melee  going to set it like a playdate,13,Music To Be Murdered By,7,Godzilla,2020-01-17
better vacate  retreat like a vacay  mayday  ayy ,14,Music To Be Murdered By,7,Godzilla,2020-01-17
this beat is cray cray  ray j  h a h a h a,15,Music To Be Murdered By,7,Godzilla,2020-01-17
laughing all the way to the bank  i spray flames,16,Music To Be Murdered By,7,Godzilla,2020-01-17
they cannot tame or placate the,17,Music To Be Murdered By,7,Godzilla,2020-01-17
monster,18,Music To Be Murdered By,7,Godzilla,2020-01-17
you get in my way  i ama feed you to the monster  yeah ,19,Music To Be Murdered By,7,Godzilla,2020-01-17
i am normal during the day  but at night  turn to a monster  yeah ,20,Music To Be Murdered By,7,Godzilla,2020-01-17
when the moon shines like ice road truckers,21,Music To Be Murdered By,7,Godzilla,2020-01-17
i look like a villain outta those blockbusters,22,Music To Be Murdered By,7,Godzilla,2020-01-17
godzilla  fire spitter  monster,23,Music To Be Murdered By,7,Godzilla,2020-01-17
blood on the dance floor  and louis v carpet,24,Music To Be Murdered By,7,Godzilla,2020-01-17
fire  godzilla  fire  monster,25,Music To Be Murdered By,7,Godzilla,2020-01-17
blood on the dance floor  and louis v carpet,26,Music To Be Murdered By,7,Godzilla,2020-01-17
i am just a product of slick rick and onyx  told them lick the balls,27,Music To Be Murdered By,7,Godzilla,2020-01-17
had them just appalled  did so many things that pissed them off,28,Music To Be Murdered By,7,Godzilla,2020-01-17
it impossible to list them all,29,Music To Be Murdered By,7,Godzilla,2020-01-17
and in the midst of all this,30,Music To Be Murdered By,7,Godzilla,2020-01-17
i am in a mental hospital with a crystal ball,31,Music To Be Murdered By,7,Godzilla,2020-01-17
tryna see  will i still be like this tomorrow ,32,Music To Be Murdered By,7,Godzilla,2020-01-17
risperdal  voices whisper,33,Music To Be Murdered By,7,Godzilla,2020-01-17
my fist is balled back up against the wall  pencil drawn,34,Music To Be Murdered By,7,Godzilla,2020-01-17
this is just the song to go ballistic on,35,Music To Be Murdered By,7,Godzilla,2020-01-17
you just pulled a pistol on a guy with a missile launcher,36,Music To Be Murdered By,7,Godzilla,2020-01-17
i am just a loch ness  the mythological,37,Music To Be Murdered By,7,Godzilla,2020-01-17
quick to tell a bitch screw off like a fifth of vodka,38,Music To Be Murdered By,7,Godzilla,2020-01-17
when you twist the top of the bottle  i am a,39,Music To Be Murdered By,7,Godzilla,2020-01-17
monster,40,Music To Be Murdered By,7,Godzilla,2020-01-17
you get in my way  i ama feed you to the monster  yeah ,41,Music To Be Murdered By,7,Godzilla,2020-01-17
i am normal during the day  but at night  turn to a monster  yeah ,42,Music To Be Murdered By,7,Godzilla,2020-01-17
when the moon shines like ice road truckers,43,Music To Be Murdered By,7,Godzilla,2020-01-17
i look like a villain outta those blockbusters,44,Music To Be Murdered By,7,Godzilla,2020-01-17
godzilla  fire spitter  monster,45,Music To Be Murdered By,7,Godzilla,2020-01-17
blood on the dance floor  and louis v carpet,46,Music To Be Murdered By,7,Godzilla,2020-01-17
fire  godzilla  fire  monster,47,Music To Be Murdered By,7,Godzilla,2020-01-17
blood on the dance floor  and louis v carpet,48,Music To Be Murdered By,7,Godzilla,2020-01-17
if you never gave a damn  ayy   raise your hand,49,Music To Be Murdered By,7,Godzilla,2020-01-17
 cause i am about to set trip  vacation plans,50,Music To Be Murdered By,7,Godzilla,2020-01-17
i am on point like my index is  so all you will ever get is,51,Music To Be Murdered By,7,Godzilla,2020-01-17
the motherfucking  finger  finger   prostate exam   xam ,52,Music To Be Murdered By,7,Godzilla,2020-01-17
how can i have all these fans and perspire ,53,Music To Be Murdered By,7,Godzilla,2020-01-17
like a liar pants  i am on fire,54,Music To Be Murdered By,7,Godzilla,2020-01-17
and i got no plans to retire and i am still the man you admire,55,Music To Be Murdered By,7,Godzilla,2020-01-17
these chicks are spazzing  out  i only get more handsome and flyer,56,Music To Be Murdered By,7,Godzilla,2020-01-17
i got them passing  out like what you do when you hand someone flyers,57,Music To Be Murdered By,7,Godzilla,2020-01-17
and what goes around comes around just like the blades on the chainsaw,58,Music To Be Murdered By,7,Godzilla,2020-01-17
 cause i caught the flack  but my dollars stacked right off the bat like a baseball,59,Music To Be Murdered By,7,Godzilla,2020-01-17
like kid ink  bitch  i got them racks with so much ease that they call me diddy,60,Music To Be Murdered By,7,Godzilla,2020-01-17
 cause i make bands and i call getting cheese a cakewalk  cheesecake  yeah ,61,Music To Be Murdered By,7,Godzilla,2020-01-17
bitch  i am a player  i am too motherfucking  stingy for cher,62,Music To Be Murdered By,7,Godzilla,2020-01-17
will not even lend you an ear  aint even pretending to care,63,Music To Be Murdered By,7,Godzilla,2020-01-17
but i tell a bitch i will marry her if she will bury her,64,Music To Be Murdered By,7,Godzilla,2020-01-17
face in my genital area  the original richard ramirez,65,Music To Be Murdered By,7,Godzilla,2020-01-17
cristhian rivera   cause my lyrics never sit well,66,Music To Be Murdered By,7,Godzilla,2020-01-17
so they want to give me the chair,67,Music To Be Murdered By,7,Godzilla,2020-01-17
like a paraplegic  and it scary  call it hari kari,68,Music To Be Murdered By,7,Godzilla,2020-01-17
 cause every tom and dick and harry carry a merriam motherfucking  dictionary on them,69,Music To Be Murdered By,7,Godzilla,2020-01-17
swearing up and down they can spit  this shit hilarious,70,Music To Be Murdered By,7,Godzilla,2020-01-17
it time to put these bitches in the obituary column,71,Music To Be Murdered By,7,Godzilla,2020-01-17
we would not see eye to eye with a staring problem,72,Music To Be Murdered By,7,Godzilla,2020-01-17
get the shaft like a steering column  monster ,73,Music To Be Murdered By,7,Godzilla,2020-01-17
trigger happy  pack heat  but it black ink,74,Music To Be Murdered By,7,Godzilla,2020-01-17
evil half of the bad meets,75,Music To Be Murdered By,7,Godzilla,2020-01-17
evil  that means take a back seat,76,Music To Be Murdered By,7,Godzilla,2020-01-17
take it back to fat beats with a maxi single,77,Music To Be Murdered By,7,Godzilla,2020-01-17
look at my rap sheet  what attracts these people,78,Music To Be Murdered By,7,Godzilla,2020-01-17
is my  gangsta bitch  like apache with a catchy jingle,79,Music To Be Murdered By,7,Godzilla,2020-01-17
i stack chips  you barely got a half eaten cheeto,80,Music To Be Murdered By,7,Godzilla,2020-01-17
fill them with the venom and eliminate them,81,Music To Be Murdered By,7,Godzilla,2020-01-17
other words  i minute maid them,82,Music To Be Murdered By,7,Godzilla,2020-01-17
i do not want to hurt them  but i did  i am in a fit of rage,83,Music To Be Murdered By,7,Godzilla,2020-01-17
i am murdering  again  nobody will evade,84,Music To Be Murdered By,7,Godzilla,2020-01-17
i am fitting  to kill them and dumping  their fucking  bodies in the lake,85,Music To Be Murdered By,7,Godzilla,2020-01-17
obliterating everything  incinerate a renegade,86,Music To Be Murdered By,7,Godzilla,2020-01-17
i am here to make anybody who want it with the pen afraid,87,Music To Be Murdered By,7,Godzilla,2020-01-17
but do not nobody want it  but they are going to get it anyway,88,Music To Be Murdered By,7,Godzilla,2020-01-17
 cause i am beginning  to feel like i am mentally ill,89,Music To Be Murdered By,7,Godzilla,2020-01-17
i am attila  kill or be killed  i am a killer bee  the vanilla gorilla,90,Music To Be Murdered By,7,Godzilla,2020-01-17
you are bringing  the killer within me outta me,91,Music To Be Murdered By,7,Godzilla,2020-01-17
you do not want to be the enemy of the demon who entered me,92,Music To Be Murdered By,7,Godzilla,2020-01-17
or be on the receiving  end of me  what stupidity it would be,93,Music To Be Murdered By,7,Godzilla,2020-01-17
every bit of me the epitome of a spitter,94,Music To Be Murdered By,7,Godzilla,2020-01-17
when i am in the vicinity  motherfucker  you better duck,95,Music To Be Murdered By,7,Godzilla,2020-01-17
or you going to be dead the minute you run into me,96,Music To Be Murdered By,7,Godzilla,2020-01-17
a hundred percent of you is a fifth of a percent of me,97,Music To Be Murdered By,7,Godzilla,2020-01-17
i am  bout to fucking  finish you  bitch  i am unfadable,98,Music To Be Murdered By,7,Godzilla,2020-01-17
you want to battle  i am available  i am blown up like an inflatable,99,Music To Be Murdered By,7,Godzilla,2020-01-17
i am undebatable  i am unavoidable  i am unevadable,100,Music To Be Murdered By,7,Godzilla,2020-01-17
i am on the toilet bowl  i got a trailer full of money and i am paid in full,101,Music To Be Murdered By,7,Godzilla,2020-01-17
i am not afraid to pull a ,102,Music To Be Murdered By,7,Godzilla,2020-01-17
man  stop,103,Music To Be Murdered By,7,Godzilla,2020-01-17
look what i am plannin   haha,104,Music To Be Murdered By,7,Godzilla,2020-01-17
i do not want to be alone  i do not want to be,1,Music To Be Murdered By,8,Darkness,2020-01-17
i do not want to be alone in the darkness,2,Music To Be Murdered By,8,Darkness,2020-01-17
i do not want to be alone in the darkness,3,Music To Be Murdered By,8,Darkness,2020-01-17
i do not want to be alone in the darkness anymore,4,Music To Be Murdered By,8,Darkness,2020-01-17
 hello  darkness  my old friend ,5,Music To Be Murdered By,8,Darkness,2020-01-17
here i am  alone again,6,Music To Be Murdered By,8,Darkness,2020-01-17
cannot get out of this hole i am in,7,Music To Be Murdered By,8,Darkness,2020-01-17
it like the walls are closing  in,8,Music To Be Murdered By,8,Darkness,2020-01-17
you cannot help me  no one can,9,Music To Be Murdered By,8,Darkness,2020-01-17
i can feel these curtains closin ,10,Music To Be Murdered By,8,Darkness,2020-01-17
i go to open them,11,Music To Be Murdered By,8,Darkness,2020-01-17
but something pulls them closed again,12,Music To Be Murdered By,8,Darkness,2020-01-17
 hello  darkness  my old friend ,13,Music To Be Murdered By,8,Darkness,2020-01-17
feels like i am loathing in las vegas,14,Music To Be Murdered By,8,Darkness,2020-01-17
have not got the vaguest why i am so lost,15,Music To Be Murdered By,8,Darkness,2020-01-17
but i would make you this small wager,16,Music To Be Murdered By,8,Darkness,2020-01-17
if i bet you i will be in tomorrow paper,17,Music To Be Murdered By,8,Darkness,2020-01-17
who would the odds favor ,18,Music To Be Murdered By,8,Darkness,2020-01-17
 hello  darkness  my old friend ,19,Music To Be Murdered By,8,Darkness,2020-01-17
i am so much like my father  you would think that i knew him,20,Music To Be Murdered By,8,Darkness,2020-01-17
i keep pacing  this room  valium  then chase it with booze,21,Music To Be Murdered By,8,Darkness,2020-01-17
one little taste  it will do,22,Music To Be Murdered By,8,Darkness,2020-01-17
maybe i will take it and snooze  then tear up the stage in a few,23,Music To Be Murdered By,8,Darkness,2020-01-17
 hello  darkness  my old friend ,24,Music To Be Murdered By,8,Darkness,2020-01-17
fuck the colt 45  i ama need something  stronger,25,Music To Be Murdered By,8,Darkness,2020-01-17
if i pop any caps  it better be off of vodka,26,Music To Be Murdered By,8,Darkness,2020-01-17
round after round after round  i am getting  loaded  haha ,27,Music To Be Murdered By,8,Darkness,2020-01-17
that a lot of shots  huh   double entendre ,28,Music To Be Murdered By,8,Darkness,2020-01-17
 hello  darkness  my old friend ,29,Music To Be Murdered By,8,Darkness,2020-01-17
and i do not want to be alone in the darkness  yeah ,30,Music To Be Murdered By,8,Darkness,2020-01-17
i do not want to be alone in the darkness,31,Music To Be Murdered By,8,Darkness,2020-01-17
i do not want to be alone in the darkness anymore,32,Music To Be Murdered By,8,Darkness,2020-01-17
 hello  darkness  my old friend ,33,Music To Be Murdered By,8,Darkness,2020-01-17
now i am staring  at the room service menu off a benzo,34,Music To Be Murdered By,8,Darkness,2020-01-17
i can hear the music continue to crescendo,35,Music To Be Murdered By,8,Darkness,2020-01-17
i can see the whole fucking  venue from my window,36,Music To Be Murdered By,8,Darkness,2020-01-17
that when you know you are schizo  hello  darkness  my old friend ,37,Music To Be Murdered By,8,Darkness,2020-01-17
 cause i keep peeking  out the curtain from the hotel,38,Music To Be Murdered By,8,Darkness,2020-01-17
the music is so loud,39,Music To Be Murdered By,8,Darkness,2020-01-17
but it almost as though i do not hear no sound,40,Music To Be Murdered By,8,Darkness,2020-01-17
i should get ready for the show now,41,Music To Be Murdered By,8,Darkness,2020-01-17
wait  is this the whole crowd  i thought this shit was sold out,42,Music To Be Murdered By,8,Darkness,2020-01-17
 hello  darkness  my old friend ,43,Music To Be Murdered By,8,Darkness,2020-01-17
but it only the opening act  it early  do not overreact,44,Music To Be Murdered By,8,Darkness,2020-01-17
then something told me relax,45,Music To Be Murdered By,8,Darkness,2020-01-17
and just hope for the show to be packed,46,Music To Be Murdered By,8,Darkness,2020-01-17
